REF_DATE,GEO,DGUID,Gender,Age group,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2024,Quebec,2021A000224,Men+,20 to 24 years,Persons,249,units,0,v468334,6.2.31,265158,,,,0
2024,Quebec,2021A000224,Men+,25 to 29 years,Persons,249,units,0,v468352,6.2.37,299995,,,,0
2024,Quebec,2021A000224,Men+,30 to 34 years,Persons,249,units,0,v468373,6.2.43,329713,,,,0
2024,Quebec,2021A000224,Men+,35 to 39 years,Persons,249,units,0,v468391,6.2.49,306253,,,,0
2024,Quebec,2021A000224,Men+,40 to 44 years,Persons,249,units,0,v468412,6.2.55,317215,,,,0
2024,Quebec,2021A000224,Men+,45 to 49 years,Persons,249,units,0,v468433,6.2.61,297627,,,,0
2024,Quebec,2021A000224,Men+,50 to 54 years,Persons,249,units,0,v468451,6.2.67,266521,,,,0
2024,Quebec,2021A000224,Men+,55 to 59 years,Persons,249,units,0,v468472,6.2.73,280957,,,,0
2024,Quebec,2021A000224,Men+,60 to 64 years,Persons,249,units,0,v468490,6.2.79,314708,,,,0
2024,Quebec,2021A000224,Men+,65 to 69 years,Persons,249,units,0,v468511,6.2.85,288988,,,,0
2024,Quebec,2021A000224,Men+,70 to 74 years,Persons,249,units,0,v468514,6.2.86,230770,,,,0
2024,Quebec,2021A000224,Men+,75 to 79 years,Persons,249,units,0,v468517,6.2.87,179178,,,,0
2024,Quebec,2021A000224,Men+,80 to 84 years,Persons,249,units,0,v468520,6.2.88,108797,,,,0
2024,Quebec,2021A000224,Men+,85 to 89 years,Persons,249,units,0,v468523,6.2.89,53243,,,,0
2024,Quebec,2021A000224,Men+,90 to 94 years,Persons,249,units,0,v31226732,6.2.126,21621,,,,0
2024,Quebec,2021A000224,Men+,95 to 99 years,Persons,249,units,0,v31226738,6.2.132,4715,,,,0
2024,Quebec,2021A000224,Men+,100 years and older,Persons,249,units,0,v31226744,6.2.138,440,,,,0
2024,Quebec,2021A000224,Men+,Median age,Years,308,units,0,v468265,6.2.105,41.7,,,,1
2024,Quebec,2021A000224,Women+,All ages,Persons,249,units,0,v468245,6.3.1,4474018,,,,0
2024,Quebec,2021A000224,Women+,0 to 4 years,Persons,249,units,0,v468461,6.3.7,203725,,,,0
2024,Quebec,2021A000224,Women+,5 to 9 years,Persons,249,units,0,v468275,6.3.13,228865,,,,0
2024,Quebec,2021A000224,Women+,10 to 14 years,Persons,249,units,0,v468293,6.3.19,241535,,,,0
2024,Quebec,2021A000224,Women+,15 to 19 years,Persons,249,units,0,v468314,6.3.25,234609,,,,0
2024,Quebec,2021A000224,Women+,20 to 24 years,Persons,249,units,0,v468335,6.3.31,245795,,,,0
2024,Quebec,2021A000224,Women+,25 to 29 years,Persons,249,units,0,v468353,6.3.37,273074,,,,0
2024,Quebec,2021A000224,Women+,30 to 34 years,Persons,249,units,0,v468374,6.3.43,305023,,,,0
2024,Quebec,2021A000224,Women+,35 to 39 years,Persons,249,units,0,v468392,6.3.49,288969,,,,0
2024,Quebec,2021A000224,Women+,40 to 44 years,Persons,249,units,0,v468413,6.3.55,301123,,,,0
2024,Quebec,2021A000224,Women+,45 to 49 years,Persons,249,units,0,v468434,6.3.61,285678,,,,0
2024,Quebec,2021A000224,Women+,50 to 54 years,Persons,249,units,0,v468452,6.3.67,258027,,,,0
2024,Quebec,2021A000224,Women+,55 to 59 years,Persons,249,units,0,v468473,6.3.73,275239,,,,0
2024,Quebec,2021A000224,Women+,60 to 64 years,Persons,249,units,0,v468491,6.3.79,313751,,,,0
2024,Quebec,2021A000224,Women+,65 to 69 years,Persons,249,units,0,v468512,6.3.85,298834,,,,0
2024,Quebec,2021A000224,Women+,70 to 74 years,Persons,249,units,0,v468515,6.3.86,245549,,,,0
2024,Quebec,2021A000224,Women+,75 to 79 years,Persons,249,units,0,v468518,6.3.87,198931,,,,0
